ra,ano,fase_original,fase,fase_ideal_original,fase_ideal,idade,flag_idade_formato_excel,ano_nascimento,genero,ano_ingresso,tipo_instituicao,ian,ida,ieg,iaa,ips,ipp,ipv,flag_ipp_ausencia_estrutural,nota_matematica,nota_portugues,nota_ingles,quantidade_avaliacoes,avaliadores_preenchidos,defasagem,defasagem_calculada,classe_defasagem,inde_original,inde,motivo_inde_ausente,pedra_original,pedra,flag_defasagem_inconsistente,flag_iaa_zero,flag_ieg_zero,flag_ieg_zero_ida_ausente,flag_ingles_ausente_fase_0_2,flag_quantidade_avaliacoes_divergente,flag_conflito_ano_nascimento,flag_conflito_ano_ingresso,flag_conflito_genero,flag_ian_fora_escala,flag_ida_fora_escala,flag_ieg_fora_escala,flag_iaa_fora_escala,flag_ips_fora_escala,flag_ipp_fora_escala,flag_ipv_fora_escala
RA-840,2024,1G,1,Fase 1 (3° e 4° ano),1,10.0,False,2014,Masculino,2022,Pública,10.0,8.0,9.337121212,9.502,7.51,8.333333333,7.946666667,False,7.0,9.0,,3.0,3,0,0,Em fase,8.5912909091,8.5912909091,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-841,2022,0,0,Fase 2 (5º e 6º ano),2,11.0,False,2011,Masculino,2022,Escola Pública,5.0,7.2,8.5,8.5,7.5,,7.5,True,8.6,5.8,,2.0,2,-2,-2,Moderada,7.3,7.3,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-841,2023,ALFA,0,Fase 2 (5° e 6° ano),2,11.0,False,2011,Masculino,2022,Pública,5.0,6.9,7.2,0.0,7.52,7.5,9.84,False,6.7,7.0,,2.0,2,-2,-2,Moderada,6.78,6.78,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-841,2024,2H,2,Fase 3 (7° e 8° ano),3,12.0,False,2011,Masculino,2022,Pública,5.0,3.25,6.3272311215000006,10.002,7.51,7.03125,5.83,False,4.0,2.5,,4.0,4,-1,-1,Moderada,6.035771224300001,6.035771224300001,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-842,2022,0,0,ALFA  (2º e 3º ano),0,8.0,False,2014,Feminino,2022,Escola Pública,10.0,9.1,8.3,7.5,7.5,,8.25,True,9.1,9.1,,2.0,2,0,0,Em fase,7.952,7.952,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-842,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2014,Feminino,2022,Pública,5.0,7.9,8.5,9.0,3.77,5.625,8.01,False,8.2,7.5,,2.0,2,-1,-1,Moderada,7.2117,7.2117,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-842,2024,1G,1,Fase 2 (5° e 6° ano),2,10.0,False,2014,Feminino,2022,Pública,5.0,7.5,7.549407115,8.502,6.26,6.875,6.996666667,False,6.0,9.0,,3.0,3,-1,-1,Moderada,7.072914756400001,7.072914756400001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-843,2022,0,0,ALFA  (2º e 3º ano),0,8.0,False,2014,Feminino,2022,Escola Pública,10.0,9.2,9.0,8.5,7.5,,8.417,True,9.8,8.5,,2.0,2,0,0,Em fase,8.538,8.538,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-844,2022,0,0,ALFA  (2º e 3º ano),0,8.0,False,2014,Masculino,2022,Escola Pública,10.0,5.9,5.0,0.0,8.1,,8.333,True,6.0,5.8,,2.0,2,0,0,Em fase,6.253,6.253,nao_ausente,Ágata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-845,2022,0,0,ALFA  (2º e 3º ano),0,8.0,False,2014,Feminino,2022,Escola Pública,10.0,8.7,8.8,10.0,7.5,,8.417,True,9.1,8.3,,2.0,2,0,0,Em fase,8.491,8.491,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-846,2022,0,0,ALFA  (2º e 3º ano),0,7.0,False,2015,Feminino,2022,Escola Pública,10.0,5.9,7.2,9.0,7.5,,7.917,True,7.7,4.0,,2.0,2,0,0,Em fase,7.412,7.412,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-846,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Feminino,2022,Pública,10.0,6.0,8.2,9.5,3.77,5.625,8.67,False,6.3,5.7,,2.0,2,0,0,Em fase,7.4637,7.4637,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-847,2022,0,0,Fase 1 (4º ano),1,9.0,False,2013,Masculino,2022,Escola Pública,5.0,7.7,8.2,7.9,4.4,,7.417,True,7.8,7.6,,2.0,2,-1,-1,Moderada,6.839,6.839,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-847,2023,ALFA,0,Fase 2 (5° e 6° ano),2,10.0,False,2013,Masculino,2022,Pública,5.0,7.6,9.1,7.9,2.52,5.0,5.84,False,7.5,7.6,,2.0,2,-2,-2,Moderada,6.5418,6.5418,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-847,2024,1D,1,Fase 2 (5° e 6° ano),2,11.0,False,2013,Masculino,2022,Pública,5.0,1.0,4.5454545455,9.002,5.01,7.5,6.245,False,0.0,2.0,,2.0,2,-1,-1,Moderada,5.009290909100001,5.009290909100001,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-848,2022,0,0,Fase 1 (4º ano),1,9.0,False,2013,Masculino,2022,Escola Pública,5.0,9.0,7.0,9.5,7.5,,7.833,True,9.8,8.1,,2.0,2,-1,-1,Moderada,7.488,7.488,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-849,2022,0,0,Fase 1 (4º ano),1,9.0,False,2013,Masculino,2022,Escola Pública,5.0,9.1,8.3,8.5,7.5,,7.417,True,9.8,8.3,,2.0,2,-1,-1,Moderada,7.369,7.369,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-85,2022,5,5,Fase 5 (1º EM),5,15.0,False,2007,Masculino,2022,Escola Pública,10.0,4.3,7.3,6.7,5.0,,5.833,True,5.0,3.5,,4.0,4,0,0,Em fase,6.243,6.243,nao_ausente,Ágata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-85,2023,FASE 5,5,Fase 6 (2° EM),6,16.0,False,2007,Masculino,2022,Pública,5.0,5.7,8.9,8.8,6.27,5.9375,7.8425,False,5.8,3.8,7.5,4.0,4,-1,-1,Moderada,7.08435,7.08435,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-85,2024,5N,5,Fase 7 (3° EM),7,17.0,False,2007,Masculino,2022,Pública,5.0,7.666666666666667,8.668046928999999,8.334,3.755,6.25,6.993333333,False,9.0,4.5,9.5,3.0,3,-2,-2,Moderada,6.999509385733333,6.999509385733333,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-850,2022,0,0,ALFA  (2º e 3º ano),0,8.0,False,2014,Masculino,2022,Escola Pública,10.0,8.5,7.3,10.0,7.5,,7.167,True,8.1,8.8,,2.0,2,0,0,Em fase,7.641,7.641,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-850,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2014,Masculino,2022,Pública,5.0,7.3,7.9,0.0,6.26,6.5625,6.265,False,6.8,7.7,,2.0,2,-1,-1,Moderada,6.06525,6.06525,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-850,2024,1C,1,Fase 2 (5° e 6° ano),2,10.0,False,2014,Masculino,2022,Pública,5.0,7.75,9.2727272725,10.002,6.255,7.5,7.92,False,6.0,9.5,,2.0,2,-1,-1,Moderada,7.864245454500001,7.864245454500001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-851,2022,0,0,ALFA  (2º e 3º ano),0,8.0,False,2014,Masculino,2022,Escola Pública,10.0,8.3,7.9,9.0,7.5,,6.583,True,7.9,8.7,,2.0,2,0,0,Em fase,7.515,7.515,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-851,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,True,2014,Masculino,2022,Pública,5.0,6.6,7.5,8.4,2.52,5.625,6.01,False,6.8,6.3,,2.0,2,-1,-1,Moderada,6.1683,6.1683,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-851,2024,1B,1,Fase 2 (5° e 6° ano),2,10.0,False,2014,Masculino,2022,Pública,5.0,6.0,7.3221343875,9.002,5.63,5.625,5.106666667,False,5.0,7.0,,3.0,3,-1,-1,Moderada,6.2114602109,6.2114602109,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-852,2022,0,0,ALFA  (2º e 3º ano),0,7.0,False,2015,Feminino,2022,Escola Pública,10.0,2.1,6.8,9.0,5.0,,5.5,True,2.5,1.8,,2.0,2,0,0,Em fase,5.666,5.666,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-853,2022,0,0,ALFA  (2º e 3º ano),0,8.0,False,2014,Feminino,2022,Escola Pública,10.0,8.5,9.6,10.0,7.5,,8.5,True,8.8,8.2,,2.0,2,0,0,Em fase,8.616,8.616,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-853,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2014,Feminino,2022,Pública,5.0,7.4,9.5,10.0,3.77,6.25,9.84,False,7.2,7.5,,2.0,2,-1,-1,Moderada,7.8402,7.8402,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-853,2024,1G,1,Fase 1 (3° e 4° ano),1,10.0,False,2014,Feminino,2022,Pública,10.0,6.25,9.5833333335,8.502,6.26,8.333333333,7.553333333,False,6.5,6.0,,3.0,3,0,0,Em fase,7.986866666600001,7.986866666600001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-854,2022,0,0,ALFA  (2º e 3º ano),0,8.0,False,2014,Feminino,2022,Escola Pública,10.0,9.3,9.0,8.0,7.5,,7.167,True,9.5,9.0,,2.0,2,0,0,Em fase,8.098,8.098,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-854,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,True,2014,Feminino,2022,Pública,10.0,6.0,9.5,0.0,3.77,5.625,8.01,False,7.5,4.5,,2.0,2,0,0,Em fase,6.6415,6.6415,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-854,2024,1G,1,Fase 1 (3° e 4° ano),1,9.0,False,2014,Feminino,2022,Pública,10.0,7.0,10.0,9.502,6.26,5.833333333,6.333333333,False,7.0,7.0,,3.0,3,0,0,Em fase,7.826199999900001,7.826199999900001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-855,2022,0,0,Fase 1 (4º ano),1,9.0,False,2013,Feminino,2022,Escola Pública,5.0,9.7,9.6,10.0,7.5,,9.0,True,9.7,9.6,,2.0,2,-1,-1,Moderada,8.453,8.453,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-855,2023,FASE 1,1,Fase 1 (3° e 4° ano),1,9.0,False,2013,Feminino,2022,Pública,10.0,6.8,10.0,9.5,7.52,8.4375,8.67,False,5.2,8.3,,3.0,3,0,0,Em fase,8.62995,8.62995,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-855,2024,2I,2,Fase 2 (5° e 6° ano),2,10.0,False,2013,Feminino,2022,Pública,10.0,8.5,10.0,9.002,7.51,7.5,7.386666667,False,9.0,8.0,,3.0,3,0,0,Em fase,8.578533333400001,8.578533333400001,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-856,2022,0,0,ALFA  (2º e 3º ano),0,7.0,False,2015,Masculino,2022,Escola Pública,10.0,8.4,9.1,10.0,7.5,,8.0,True,8.5,8.2,,2.0,2,0,0,Em fase,8.398,8.398,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-856,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,True,2015,Masculino,2022,Pública,10.0,7.3,9.6,0.0,7.52,5.625,8.255,False,7.5,7.0,,2.0,2,0,0,Em fase,7.3355,7.3355,nao_ausente,Ametista,Ametista,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-857,2022,0,0,Fase 1 (4º ano),1,9.0,False,2013,Feminino,2022,Escola Pública,5.0,9.5,8.9,8.5,7.5,,9.083,True,9.6,9.3,,2.0,2,-1,-1,Moderada,8.154,8.154,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-857,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2013,Feminino,2022,Pública,5.0,8.5,9.0,8.5,7.52,7.5,9.01,False,8.7,8.2,,2.0,2,-1,-1,Moderada,8.1442,8.1442,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-858,2022,0,0,ALFA  (2º e 3º ano),0,7.0,False,2015,Masculino,2022,Escola Pública,10.0,7.7,7.1,10.0,5.6,,7.333,True,8.4,6.9,,2.0,2,0,0,Em fase,7.523,7.523,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-858,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,True,2015,Masculino,2022,Pública,10.0,9.3,8.1,0.0,3.77,8.125,7.946666667,False,9.3,9.2,,2.0,2,0,0,Em fase,7.248833333,7.248833333,nao_ausente,Ametista,Ametista,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-858,2024,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2015,Masculino,2022,Pública,5.0,8.25,6.833333333500001,9.002,2.51,7.5,7.5,False,10.0,6.5,,2.0,2,-1,-1,Moderada,6.917866666700001,6.917866666700001,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-859,2022,0,0,ALFA  (2º e 3º ano),0,7.0,False,2015,Feminino,2022,Escola Pública,10.0,8.9,8.7,8.5,7.5,,8.25,True,9.4,8.4,,2.0,2,0,0,Em fase,8.325,8.325,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-859,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Feminino,2022,Pública,10.0,7.3,9.2,8.0,7.52,7.5,10.01,False,6.8,7.8,,2.0,2,0,0,Em fase,8.6042,8.6042,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
RA-859,2024,1G,1,Fase 1 (3° e 4° ano),1,9.0,False,2015,Feminino,2022,Pública,10.0,8.0,9.337121212,8.002,7.51,8.958333333,8.336666667,False,8.0,8.0,,3.0,3,0,0,Em fase,8.5817909091,8.5817909091,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-86,2022,5,5,Fase 6 (2º EM),6,16.0,False,2006,Masculino,2016,Rede Decisão,5.0,6.7,9.6,7.5,5.6,,8.458,True,6.2,7.2,6.9,4.0,4,-1,-1,Moderada,7.566,7.566,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-86,2023,FASE 7,7,Fase 7 (3° EM),7,17.0,True,2006,Masculino,2016,Privada *Parcerias com Bolsa 100%,10.0,,,8.3,6.89,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-86,2024,7E,7,Fase 7 (3° EM),7,18.0,False,2006,Masculino,2021,Privada *Parcerias com Bolsa 100%,10.0,5.483333333333333,9.704333333,6.667,6.57,7.5,7.5,False,6.35,6.3,3.8,0.0,0,0,0,Em fase,7.611233333266666,7.611233333266666,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-860,2022,0,0,ALFA  (2º e 3º ano),0,7.0,False,2015,Masculino,2022,Escola Pública,10.0,8.1,8.5,9.5,7.5,,7.75,True,8.9,7.2,,2.0,2,0,0,Em fase,8.136,8.136,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-860,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,True,2015,Masculino,2022,Pública,10.0,7.4,9.8,7.0,6.89,7.5,8.34,False,7.2,7.5,,2.0,2,0,0,Em fase,8.2372,8.2372,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-860,2024,1G,1,Fase 1 (3° e 4° ano),1,9.0,False,2015,Masculino,2022,Pública,10.0,8.5,9.7916666665,9.002,7.51,8.75,7.946666667,False,8.0,9.0,,3.0,3,0,0,Em fase,8.7738666667,8.7738666667,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-861,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Feminino,2023,Pública,10.0,9.6,10.0,9.5,8.13,8.4375,8.92,False,9.8,9.4,,2.0,2,0,0,Em fase,9.31095,9.31095,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-861,2024,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2015,Feminino,2023,Pública,5.0,10.0,10.0,9.502,7.51,8.125,9.73,False,10.0,10.0,,3.0,3,-1,-1,Moderada,8.959700000000002,8.959700000000002,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-862,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2014,Masculino,2023,Pública,5.0,8.9,9.1,8.5,8.14,7.5,8.585,False,8.5,9.2,,2.0,2,-1,-1,Moderada,8.2212,8.2212,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-862,2024,ALFA,0,Fase 2 (5° e 6° ano),2,10.0,False,2014,Masculino,2023,Pública,5.0,7.5,8.6136363635,9.002,7.51,7.1875,6.27,False,10.0,5.0,,3.0,3,-2,-2,Moderada,7.346677272700001,7.346677272700001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-863,2023,ALFA,0,ALFA (1° e 2° ano),0,7.0,False,2016,Masculino,2023,Pública,10.0,6.3,7.6,0.0,3.14,5.9375,6.26,False,7.0,5.5,,2.0,2,0,0,Em fase,5.92975,5.92975,nao_ausente,Quartzo,Quartzo,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-863,2024,ALFA,0,Fase 1 (3° e 4° ano),1,8.0,False,2016,Masculino,2023,Pública,5.0,5.5,3.159090909,8.502,2.51,4.6875,4.333333333,False,10.0,1.0,,3.0,3,-1,-1,Moderada,4.6684348484000004,4.6684348484000004,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-864,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,True,2015,Feminino,2023,Pública,10.0,6.3,7.6,0.0,8.14,7.5,8.5,False,7.0,5.5,,2.0,2,0,0,Em fase,7.034,7.034,nao_ausente,Ametista,Ametista,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-865,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2014,Masculino,2023,Pública,10.0,7.4,8.7,8.5,7.52,7.5,7.915,False,7.3,7.5,,2.0,2,0,0,Em fase,8.1552,8.1552,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-866,2023,ALFA,0,ALFA (1° e 2° ano),0,7.0,True,2016,Feminino,2023,Pública,10.0,8.6,8.3,0.0,8.76,7.5,8.415,False,8.2,8.9,,2.0,2,0,0,Em fase,7.679,7.679,nao_ausente,Ametista,Ametista,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-867,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Masculino,2023,Pública,10.0,8.9,8.6,9.0,8.76,7.5,8.415,False,8.7,9.0,,2.0,2,0,0,Em fase,8.6992,8.6992,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-867,2024,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2015,Masculino,2023,Pública,5.0,8.5,7.409090909,9.002,7.51,7.5,7.5,False,10.0,7.0,,3.0,3,-1,-1,Moderada,7.583018181800001,7.583018181800001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-868,2023,ALFA,0,ALFA (1° e 2° ano),0,7.0,True,2015,Masculino,2023,Pública,10.0,7.1,9.5,10.0,8.76,7.1875,8.67,False,7.8,6.3,,2.0,2,0,0,Em fase,8.63895,8.63895,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-868,2024,ALFA,0,Fase 1 (3° e 4° ano),1,8.0,False,2015,Masculino,2023,Pública,5.0,7.0,9.75,8.002,3.76,6.875,7.213333333,False,8.0,6.0,,3.0,3,-1,-1,Moderada,7.156366666600001,7.156366666600001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-869,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Feminino,2023,Pública,10.0,9.6,10.0,9.0,8.76,8.125,8.75,False,9.8,9.4,,2.0,2,0,0,Em fase,9.2587,9.2587,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-87,2022,5,5,Fase 5 (1º EM),5,15.0,False,2007,Masculino,2021,Rede Decisão,10.0,8.8,9.6,8.3,7.5,,8.5,True,8.3,8.0,10.0,4.0,4,0,0,Em fase,8.712,8.712,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-87,2023,FASE 6,6,Fase 6 (2° EM),6,16.0,False,2007,Masculino,2021,Privada - Programa de Apadrinhamento,10.0,9.3,10.0,7.5,5.63,8.125,8.385,False,9.5,8.7,9.7,4.0,4,0,0,Em fase,8.6625,8.6625,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-87,2024,7A,7,Fase 6 (2° EM),6,17.0,False,2007,Masculino,2021,Privada - Programa de Apadrinhamento,10.0,9.166666666666666,9.649122807,8.751,9.375,9.375,9.623333333,False,10.0,7.5,10.0,3.0,3,1,1,Em fase,9.437924561333332,9.437924561333332,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-870,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2014,Feminino,2023,Pública,5.0,1.5,8.5,0.0,8.76,5.0,5.165,False,2.0,1.0,,2.0,2,-1,-1,Moderada,4.909,4.909,nao_ausente,Quartzo,Quartzo,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-871,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2014,Masculino,2023,Pública,5.0,6.9,9.5,9.0,3.76,4.375,6.84,False,6.8,7.0,,2.0,2,-1,-1,Moderada,6.8617,6.8617,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-871,2024,1B,1,Fase 1 (3° e 4° ano),1,10.0,False,2014,Masculino,2023,Pública,10.0,7.25,9.328063240999999,8.502,4.38,5.3125,5.783333333,False,6.0,8.5,,3.0,3,0,0,Em fase,7.2917293147999995,7.2917293147999995,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-872,2023,ALFA,0,Fase 2 (5° e 6° ano),2,10.0,False,2013,Feminino,2023,Pública,5.0,4.3,6.7,0.0,2.52,6.25,8.5,False,5.5,3.0,,2.0,2,-2,-2,Moderada,5.267,5.267,nao_ausente,Quartzo,Quartzo,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-873,2023,ALFA,0,Fase 2 (5° e 6° ano),2,11.0,True,2012,Feminino,2023,Pública,5.0,7.0,9.7,8.5,7.52,6.25,8.67,False,7.2,6.8,,2.0,2,-2,-2,Moderada,7.8012,7.8012,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-873,2024,1B,1,Fase 3 (7° e 8° ano),3,12.0,False,2012,Feminino,2023,Pública,5.0,6.75,10.0,8.002,6.88,7.1875,7.77,False,7.0,6.5,,3.0,3,-2,-2,Moderada,7.61095,7.61095,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-874,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2013,Masculino,2023,Pública,5.0,4.8,8.2,0.0,7.52,6.25,6.67,False,6.3,3.3,,2.0,2,-1,-1,Moderada,5.811,5.811,nao_ausente,Quartzo,Quartzo,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-874,2024,1E,1,Fase 2 (5° e 6° ano),2,10.0,False,2013,Masculino,2023,Pública,5.0,7.75,4.696969697,9.502,6.26,8.75,7.915,False,6.0,9.5,,2.0,2,-1,-1,Moderada,7.0235939394,7.0235939394,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-875,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2014,Masculino,2023,Pública,5.0,7.3,9.5,9.5,7.52,7.5,9.845,False,7.0,7.5,,2.0,2,-1,-1,Moderada,8.2712,8.2712,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-876,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,True,2015,Masculino,2023,Pública,10.0,7.5,9.4,10.0,7.52,7.5,8.835,False,7.3,7.7,,2.0,2,0,0,Em fase,8.6492,8.6492,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-876,2024,1K,1,Fase 1 (3° e 4° ano),1,9.0,False,2015,Masculino,2023,Pública,10.0,3.75,9.0476190475,8.502,7.51,8.333333333,8.09,False,7.5,0.0,,2.0,2,0,0,Em fase,7.612057142800001,7.612057142800001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
